Code,Element
61,Pos_Emo_No_Rec1_Sr4_Pre
62,Pos_Emo_No_Rec1_Sr3_Pre
63,Pos_Emo_No_Rec1_Sr2_Pre
64,Pos_Emo_No_Rec1_Sr1_Pre
65,Neg_Desc_Yes_Rec6_Pre
66,Neg_Desc_Yes_Rec5_Pre
67,Neg_Desc_Yes_Rec4_Pre
68,Neg_Desc_Yes_Rec3_Pre
69,Neg_Desc_Yes_Rec2_Sr6_Pre
70,Neg_Desc_Yes_Rec2_Sr5_Pre
71,Neg_Desc_Yes_Rec2_Sr4_Pre
72,Neg_Desc_Yes_Rec2_Sr3_Pre
73,Neg_Desc_Yes_Rec2_Sr2_Pre
74,Neg_Desc_Yes_Rec2_Sr1_Pre
75,Neg_Desc_Yes_Rec1_Sr6_Pre
76,Neg_Desc_Yes_Rec1_Sr5_Pre
77,Neg_Desc_Yes_Rec1_Sr4_Pre
78,Neg_Desc_Yes_Rec1_Sr3_Pre
79,Neg_Desc_Yes_Rec1_Sr2_Pre
80,Neg_Desc_Yes_Rec1_Sr1_Pre
81,Neg_Desc_No_Rec6_Pre
82,Neg_Desc_No_Rec5_Pre
83,Neg_Desc_No_Rec4_Pre
84,Neg_Desc_No_Rec3_Pre
85,Neg_Desc_No_Rec2_Sr6_Pre
86,Neg_Desc_No_Rec2_Sr5_Pre
87,Neg_Desc_No_Rec2_Sr4_Pre
88,Neg_Desc_No_Rec2_Sr3_Pre
89,Neg_Desc_No_Rec2_Sr2_Pre
90,Neg_Desc_No_Rec2_Sr1_Pre
91,Neg_Desc_No_Rec1_Sr6_Pre
92,Neg_Desc_No_Rec1_Sr5_Pre
93,Neg_Desc_No_Rec1_Sr4_Pre
94,Neg_Desc_No_Rec1_Sr3_Pre
95,Neg_Desc_No_Rec1_Sr2_Pre
96,Neg_Desc_No_Rec1_Sr1_Pre
97,Neg_Emo_Yes_Rec6_Pre
98,Neg_Emo_Yes_Rec5_Pre
99,Neg_Emo_Yes_Rec4_Pre
100,Neg_Emo_Yes_Rec3_Pre
101,Neg_Emo_Yes_Rec2_Sr6_Pre
102,Neg_Emo_Yes_Rec2_Sr5_Pre
103,Neg_Emo_Yes_Rec2_Sr4_Pre
104,Neg_Emo_Yes_Rec2_Sr3_Pre
105,Neg_Emo_Yes_Rec2_Sr2_Pre
106,Neg_Emo_Yes_Rec2_Sr1_Pre
107,Neg_Emo_Yes_Rec1_Sr6_Pre
108,Neg_Emo_Yes_Rec1_Sr5_Pre
109,Neg_Emo_Yes_Rec1_Sr4_Pre
110,Neg_Emo_Yes_Rec1_Sr3_Pre
111,Neg_Emo_Yes_Rec1_Sr2_Pre
112,Neg_Emo_Yes_Rec1_Sr1_Pre
113,Neg_Emo_No_Rec6_Pre
114,Neg_Emo_No_Rec5_Pre
115,Neg_Emo_No_Rec4_Pre
116,Neg_Emo_No_Rec3_Pre
117,Neg_Emo_No_Rec2_Sr6_Pre
118,Neg_Emo_No_Rec2_Sr5_Pre
119,Neg_Emo_No_Rec2_Sr4_Pre
120,Neg_Emo_No_Rec2_Sr3_Pre
121,Neg_Emo_No_Rec2_Sr2_Pre
122,Neg_Emo_No_Rec2_Sr1_Pre
123,Neg_Emo_No_Rec1_Sr6_Pre
124,Neg_Emo_No_Rec1_Sr5_Pre
125,Neg_Emo_No_Rec1_Sr4_Pre
126,Neg_Emo_No_Rec1_Sr3_Pre
127,Neg_Emo_No_Rec1_Sr2_Pre
128,Neg_Emo_No_Rec1_Sr1_Pre
129,Pos_Desc_Yes_Rec6_Post
130,Pos_Desc_Yes_Rec5_Post
131,Pos_Desc_Yes_Rec4_Post
132,Pos_Desc_Yes_Rec3_Post
133,Pos_Desc_Yes_Rec2_Sr6_Post
134,Pos_Desc_Yes_Rec2_Sr5_Post
135,Pos_Desc_Yes_Rec2_Sr4_Post
136,Pos_Desc_Yes_Rec2_Sr3_Post
137,Pos_Desc_Yes_Rec2_Sr2_Post
138,Pos_Desc_Yes_Rec2_Sr1_Post
139,Pos_Desc_Yes_Rec1_Sr6_Post
140,Pos_Desc_Yes_Rec1_Sr5_Post
141,Pos_Desc_Yes_Rec1_Sr4_Post
142,Pos_Desc_Yes_Rec1_Sr3_Post
143,Pos_Desc_Yes_Rec1_Sr2_Post
144,Pos_Desc_Yes_Rec1_Sr1_Post
145,Pos_Desc_No_Rec6_Post
146,Pos_Desc_No_Rec5_Post
147,Pos_Desc_No_Rec4_Post
148,Pos_Desc_No_Rec3_Post
149,Pos_Desc_No_Rec2_Sr6_Post
150,Pos_Desc_No_Rec2_Sr5_Post
151,Pos_Desc_No_Rec2_Sr4_Post
152,Pos_Desc_No_Rec2_Sr3_Post
153,Pos_Desc_No_Rec2_Sr2_Post
154,Pos_Desc_No_Rec2_Sr1_Post
155,Pos_Desc_No_Rec1_Sr6_Post
156,Pos_Desc_No_Rec1_Sr5_Post
157,Pos_Desc_No_Rec1_Sr4_Post
158,Pos_Desc_No_Rec1_Sr3_Post
159,Pos_Desc_No_Rec1_Sr2_Post
160,Pos_Desc_No_Rec1_Sr1_Post
161,Pos_Emo_Yes_Rec6_Post
162,Pos_Emo_Yes_Rec5_Post
163,Pos_Emo_Yes_Rec4_Post
164,Pos_Emo_Yes_Rec3_Post
165,Pos_Emo_Yes_Rec2_Sr6_Post
166,Pos_Emo_Yes_Rec2_Sr5_Post
167,Pos_Emo_Yes_Rec2_Sr4_Post
168,Pos_Emo_Yes_Rec2_Sr3_Post
169,Pos_Emo_Yes_Rec2_Sr2_Post
170,Pos_Emo_Yes_Rec2_Sr1_Post
171,Pos_Emo_Yes_Rec1_Sr6_Post
172,Pos_Emo_Yes_Rec1_Sr5_Post
173,Pos_Emo_Yes_Rec1_Sr4_Post
174,Pos_Emo_Yes_Rec1_Sr3_Post
175,Pos_Emo_Yes_Rec1_Sr2_Post
176,Pos_Emo_Yes_Rec1_Sr1_Post
177,Pos_Emo_No_Rec6_Post
178,Pos_Emo_No_Rec5_Post
179,Pos_Emo_No_Rec4_Post
180,Pos_Emo_No_Rec3_Post
181,Pos_Emo_No_Rec2_Sr6_Post
182,Pos_Emo_No_Rec2_Sr5_Post
183,Pos_Emo_No_Rec2_Sr4_Post
184,Pos_Emo_No_Rec2_Sr3_Post
185,Pos_Emo_No_Rec2_Sr2_Post
186,Pos_Emo_No_Rec2_Sr1_Post
187,Pos_Emo_No_Rec1_Sr6_Post
188,Pos_Emo_No_Rec1_Sr5_Post
189,Pos_Emo_No_Rec1_Sr4_Post
190,Pos_Emo_No_Rec1_Sr3_Post
191,Pos_Emo_No_Rec1_Sr2_Post
192,Pos_Emo_No_Rec1_Sr1_Post
193,Neg_Desc_Yes_Rec6_Post
194,Neg_Desc_Yes_Rec5_Post
195,Neg_Desc_Yes_Rec4_Post
196,Neg_Desc_Yes_Rec3_Post
197,Neg_Desc_Yes_Rec2_Sr6_Post
198,Neg_Desc_Yes_Rec2_Sr5_Post
199,Neg_Desc_Yes_Rec2_Sr4_Post
200,Neg_Desc_Yes_Rec2_Sr3_Post
201,Neg_Desc_Yes_Rec2_Sr2_Post
202,Neg_Desc_Yes_Rec2_Sr1_Post
203,Neg_Desc_Yes_Rec1_Sr6_Post
204,Neg_Desc_Yes_Rec1_Sr5_Post
205,Neg_Desc_Yes_Rec1_Sr4_Post
206,Neg_Desc_Yes_Rec1_Sr3_Post
207,Neg_Desc_Yes_Rec1_Sr2_Post
208,Neg_Desc_Yes_Rec1_Sr1_Post
209,Neg_Desc_No_Rec6_Post
210,Neg_Desc_No_Rec5_Post
211,Neg_Desc_No_Rec4_Post
212,Neg_Desc_No_Rec3_Post
213,Neg_Desc_No_Rec2_Sr6_Post
214,Neg_Desc_No_Rec2_Sr5_Post
215,Neg_Desc_No_Rec2_Sr4_Post
216,Neg_Desc_No_Rec2_Sr3_Post
217,Neg_Desc_No_Rec2_Sr2_Post
218,Neg_Desc_No_Rec2_Sr1_Post
219,Neg_Desc_No_Rec1_Sr6_Post
220,Neg_Desc_No_Rec1_Sr5_Post
221,Neg_Desc_No_Rec1_Sr4_Post
222,Neg_Desc_No_Rec1_Sr3_Post
223,Neg_Desc_No_Rec1_Sr2_Post
224,Neg_Desc_No_Rec1_Sr1_Post
225,Neg_Emo_Yes_Rec6_Post
226,Neg_Emo_Yes_Rec5_Post
227,Neg_Emo_Yes_Rec4_Post
228,Neg_Emo_Yes_Rec3_Post
229,Neg_Emo_Yes_Rec2_Sr6_Post
230,Neg_Emo_Yes_Rec2_Sr5_Post
231,Neg_Emo_Yes_Rec2_Sr4_Post
232,Neg_Emo_Yes_Rec2_Sr3_Post
233,Neg_Emo_Yes_Rec2_Sr2_Post
234,Neg_Emo_Yes_Rec2_Sr1_Post
235,Neg_Emo_Yes_Rec1_Sr6_Post
236,Neg_Emo_Yes_Rec1_Sr5_Post
237,Neg_Emo_Yes_Rec1_Sr4_Post
238,Neg_Emo_Yes_Rec1_Sr3_Post
239,Neg_Emo_Yes_Rec1_Sr2_Post
240,Neg_Emo_Yes_Rec1_Sr1_Post
241,Neg_Emo_No_Rec6_Post
242,Neg_Emo_No_Rec5_Post
243,Neg_Emo_No_Rec4_Post
244,Neg_Emo_No_Rec3_Post
245,Neg_Emo_No_Rec2_Sr6_Post
246,Neg_Emo_No_Rec2_Sr5_Post
247,Neg_Emo_No_Rec2_Sr4_Post
248,Neg_Emo_No_Rec2_Sr3_Post
249,Neg_Emo_No_Rec2_Sr2_Post
250,Neg_Emo_No_Rec2_Sr1_Post
251,Neg_Emo_No_Rec1_Sr6_Post
252,Neg_Emo_No_Rec1_Sr5_Post
253,Neg_Emo_No_Rec1_Sr4_Post
254,Neg_Emo_No_Rec1_Sr3_Post
255,Neg_Emo_No_Rec1_Sr2_Post
256,Neg_Emo_No_Rec1_Sr1_Post
257,Pos_Desc_Yes_Rec6_Pre_2
258,Pos_Desc_Yes_Rec5_Pre_2
259,Pos_Desc_Yes_Rec4_Pre_2
260,Pos_Desc_Yes_Rec3_Pre_2
261,Pos_Desc_Yes_Rec2_Sr6_Pre_2
262,Pos_Desc_Yes_Rec2_Sr5_Pre_2
263,Pos_Desc_Yes_Rec2_Sr4_Pre_2
264,Pos_Desc_Yes_Rec2_Sr3_Pre_2
265,Pos_Desc_Yes_Rec2_Sr2_Pre_2
266,Pos_Desc_Yes_Rec2_Sr1_Pre_2
267,Pos_Desc_Yes_Rec1_Sr6_Pre_2
268,Pos_Desc_Yes_Rec1_Sr5_Pre_2
269,Pos_Desc_Yes_Rec1_Sr4_Pre_2
270,Pos_Desc_Yes_Rec1_Sr3_Pre_2
271,Pos_Desc_Yes_Rec1_Sr2_Pre_2
272,Pos_Desc_Yes_Rec1_Sr1_Pre_2
273,Pos_Desc_No_Rec6_Pre_2
274,Pos_Desc_No_Rec5_Pre_2
275,Pos_Desc_No_Rec4_Pre_2
276,Pos_Desc_No_Rec3_Pre_2
277,Pos_Desc_No_Rec2_Sr6_Pre_2
278,Pos_Desc_No_Rec2_Sr5_Pre_2
279,Pos_Desc_No_Rec2_Sr4_Pre_2
280,Pos_Desc_No_Rec2_Sr3_Pre_2
281,Pos_Desc_No_Rec2_Sr2_Pre_2
282,Pos_Desc_No_Rec2_Sr1_Pre_2
283,Pos_Desc_No_Rec1_Sr6_Pre_2
284,Pos_Desc_No_Rec1_Sr5_Pre_2
285,Pos_Desc_No_Rec1_Sr4_Pre_2
286,Pos_Desc_No_Rec1_Sr3_Pre_2
287,Pos_Desc_No_Rec1_Sr2_Pre_2
288,Pos_Desc_No_Rec1_Sr1_Pre_2
289,Pos_Emo_Yes_Rec6_Pre_2
290,Pos_Emo_Yes_Rec5_Pre_2
291,Pos_Emo_Yes_Rec4_Pre_2
292,Pos_Emo_Yes_Rec3_Pre_2
293,Pos_Emo_Yes_Rec2_Sr6_Pre_2
294,Pos_Emo_Yes_Rec2_Sr5_Pre_2
295,Pos_Emo_Yes_Rec2_Sr4_Pre_2
296,Pos_Emo_Yes_Rec2_Sr3_Pre_2
297,Pos_Emo_Yes_Rec2_Sr2_Pre_2
298,Pos_Emo_Yes_Rec2_Sr1_Pre_2
299,Pos_Emo_Yes_Rec1_Sr6_Pre_2
300,Pos_Emo_Yes_Rec1_Sr5_Pre_2
301,Pos_Emo_Yes_Rec1_Sr4_Pre_2
302,Pos_Emo_Yes_Rec1_Sr3_Pre_2
303,Pos_Emo_Yes_Rec1_Sr2_Pre_2
304,Pos_Emo_Yes_Rec1_Sr1_Pre_2
305,Pos_Emo_No_Rec6_Pre_2
306,Pos_Emo_No_Rec5_Pre_2
307,Pos_Emo_No_Rec4_Pre_2
308,Pos_Emo_No_Rec3_Pre_2
309,Pos_Emo_No_Rec2_Sr6_Pre_2
310,Pos_Emo_No_Rec2_Sr5_Pre_2
311,Pos_Emo_No_Rec2_Sr4_Pre_2
312,Pos_Emo_No_Rec2_Sr3_Pre_2
313,Pos_Emo_No_Rec2_Sr2_Pre_2
314,Pos_Emo_No_Rec2_Sr1_Pre_2
315,Pos_Emo_No_Rec1_Sr6_Pre_2
316,Pos_Emo_No_Rec1_Sr5_Pre_2
317,Pos_Emo_No_Rec1_Sr4_Pre_2
318,Pos_Emo_No_Rec1_Sr3_Pre_2
319,Pos_Emo_No_Rec1_Sr2_Pre_2
320,Pos_Emo_No_Rec1_Sr1_Pre_2
321,Neg_Desc_Yes_Rec6_Pre_2
322,Neg_Desc_Yes_Rec5_Pre_2
323,Neg_Desc_Yes_Rec4_Pre_2
324,Neg_Desc_Yes_Rec3_Pre_2
325,Neg_Desc_Yes_Rec2_Sr6_Pre_2
326,Neg_Desc_Yes_Rec2_Sr5_Pre_2
327,Neg_Desc_Yes_Rec2_Sr4_Pre_2
328,Neg_Desc_Yes_Rec2_Sr3_Pre_2
329,Neg_Desc_Yes_Rec2_Sr2_Pre_2
330,Neg_Desc_Yes_Rec2_Sr1_Pre_2
331,Neg_Desc_Yes_Rec1_Sr6_Pre_2
332,Neg_Desc_Yes_Rec1_Sr5_Pre_2
333,Neg_Desc_Yes_Rec1_Sr4_Pre_2
334,Neg_Desc_Yes_Rec1_Sr3_Pre_2
335,Neg_Desc_Yes_Rec1_Sr2_Pre_2
336,Neg_Desc_Yes_Rec1_Sr1_Pre_2
337,Neg_Desc_No_Rec6_Pre_2
338,Neg_Desc_No_Rec5_Pre_2
339,Neg_Desc_No_Rec4_Pre_2
340,Neg_Desc_No_Rec3_Pre_2
341,Neg_Desc_No_Rec2_Sr6_Pre_2
342,Neg_Desc_No_Rec2_Sr5_Pre_2
343,Neg_Desc_No_Rec2_Sr4_Pre_2
344,Neg_Desc_No_Rec2_Sr3_Pre_2
345,Neg_Desc_No_Rec2_Sr2_Pre_2
346,Neg_Desc_No_Rec2_Sr1_Pre_2
347,Neg_Desc_No_Rec1_Sr6_Pre_2
348,Neg_Desc_No_Rec1_Sr5_Pre_2
349,Neg_Desc_No_Rec1_Sr4_Pre_2
350,Neg_Desc_No_Rec1_Sr3_Pre_2
351,Neg_Desc_No_Rec1_Sr2_Pre_2
352,Neg_Desc_No_Rec1_Sr1_Pre_2
353,Neg_Emo_Yes_Rec6_Pre_2
354,Neg_Emo_Yes_Rec5_Pre_2
355,Neg_Emo_Yes_Rec4_Pre_2
356,Neg_Emo_Yes_Rec3_Pre_2
357,Neg_Emo_Yes_Rec2_Sr6_Pre_2
358,Neg_Emo_Yes_Rec2_Sr5_Pre_2
359,Neg_Emo_Yes_Rec2_Sr4_Pre_2
360,Neg_Emo_Yes_Rec2_Sr3_Pre_2
361,Neg_Emo_Yes_Rec2_Sr2_Pre_2
362,Neg_Emo_Yes_Rec2_Sr1_Pre_2
363,Neg_Emo_Yes_Rec1_Sr6_Pre_2
364,Neg_Emo_Yes_Rec1_Sr5_Pre_2
365,Neg_Emo_Yes_Rec1_Sr4_Pre_2
366,Neg_Emo_Yes_Rec1_Sr3_Pre_2
367,Neg_Emo_Yes_Rec1_Sr2_Pre_2
368,Neg_Emo_Yes_Rec1_Sr1_Pre_2
369,Neg_Emo_No_Rec6_Pre_2
370,Neg_Emo_No_Rec5_Pre_2
371,Neg_Emo_No_Rec4_Pre_2
372,Neg_Emo_No_Rec3_Pre_2
373,Neg_Emo_No_Rec2_Sr6_Pre_2
374,Neg_Emo_No_Rec2_Sr5_Pre_2
375,Neg_Emo_No_Rec2_Sr4_Pre_2
376,Neg_Emo_No_Rec2_Sr3_Pre_2
377,Neg_Emo_No_Rec2_Sr2_Pre_2
378,Neg_Emo_No_Rec2_Sr1_Pre_2
379,Neg_Emo_No_Rec1_Sr6_Pre_2
380,Neg_Emo_No_Rec1_Sr5_Pre_2
381,Neg_Emo_No_Rec1_Sr4_Pre_2
382,Neg_Emo_No_Rec1_Sr3_Pre_2
383,Neg_Emo_No_Rec1_Sr2_Pre_2
384,Neg_Emo_No_Rec1_Sr1_Pre_2
385,Pos_Desc_Yes_Rec6_Post_2
386,Pos_Desc_Yes_Rec5_Post_2
387,Pos_Desc_Yes_Rec4_Post_2
388,Pos_Desc_Yes_Rec3_Post_2
389,Pos_Desc_Yes_Rec2_Sr6_Post_2
390,Pos_Desc_Yes_Rec2_Sr5_Post_2
391,Pos_Desc_Yes_Rec2_Sr4_Post_2
392,Pos_Desc_Yes_Rec2_Sr3_Post_2
393,Pos_Desc_Yes_Rec2_Sr2_Post_2
394,Pos_Desc_Yes_Rec2_Sr1_Post_2
395,Pos_Desc_Yes_Rec1_Sr6_Post_2
396,Pos_Desc_Yes_Rec1_Sr5_Post_2
397,Pos_Desc_Yes_Rec1_Sr4_Post_2
398,Pos_Desc_Yes_Rec1_Sr3_Post_2
399,Pos_Desc_Yes_Rec1_Sr2_Post_2
400,Pos_Desc_Yes_Rec1_Sr1_Post_2
401,Pos_Desc_No_Rec6_Post_2
402,Pos_Desc_No_Rec5_Post_2
403,Pos_Desc_No_Rec4_Post_2
404,Pos_Desc_No_Rec3_Post_2
405,Pos_Desc_No_Rec2_Sr6_Post_2
406,Pos_Desc_No_Rec2_Sr5_Post_2
407,Pos_Desc_No_Rec2_Sr4_Post_2
408,Pos_Desc_No_Rec2_Sr3_Post_2
409,Pos_Desc_No_Rec2_Sr2_Post_2
410,Pos_Desc_No_Rec2_Sr1_Post_2
411,Pos_Desc_No_Rec1_Sr6_Post_2
412,Pos_Desc_No_Rec1_Sr5_Post_2
413,Pos_Desc_No_Rec1_Sr4_Post_2
414,Pos_Desc_No_Rec1_Sr3_Post_2
415,Pos_Desc_No_Rec1_Sr2_Post_2
416,Pos_Desc_No_Rec1_Sr1_Post_2
417,Pos_Emo_Yes_Rec6_Post_2
418,Pos_Emo_Yes_Rec5_Post_2
419,Pos_Emo_Yes_Rec4_Post_2
420,Pos_Emo_Yes_Rec3_Post_2
421,Pos_Emo_Yes_Rec2_Sr6_Post_2
422,Pos_Emo_Yes_Rec2_Sr5_Post_2
423,Pos_Emo_Yes_Rec2_Sr4_Post_2
424,Pos_Emo_Yes_Rec2_Sr3_Post_2
425,Pos_Emo_Yes_Rec2_Sr2_Post_2
426,Pos_Emo_Yes_Rec2_Sr1_Post_2
427,Pos_Emo_Yes_Rec1_Sr6_Post_2
428,Pos_Emo_Yes_Rec1_Sr5_Post_2
429,Pos_Emo_Yes_Rec1_Sr4_Post_2
430,Pos_Emo_Yes_Rec1_Sr3_Post_2
431,Pos_Emo_Yes_Rec1_Sr2_Post_2
432,Pos_Emo_Yes_Rec1_Sr1_Post_2
433,Pos_Emo_No_Rec6_Post_2
434,Pos_Emo_No_Rec5_Post_2
435,Pos_Emo_No_Rec4_Post_2
436,Pos_Emo_No_Rec3_Post_2
437,Pos_Emo_No_Rec2_Sr6_Post_2
438,Pos_Emo_No_Rec2_Sr5_Post_2
439,Pos_Emo_No_Rec2_Sr4_Post_2
440,Pos_Emo_No_Rec2_Sr3_Post_2
441,Pos_Emo_No_Rec2_Sr2_Post_2
442,Pos_Emo_No_Rec2_Sr1_Post_2
443,Pos_Emo_No_Rec1_Sr6_Post_2
444,Pos_Emo_No_Rec1_Sr5_Post_2
445,Pos_Emo_No_Rec1_Sr4_Post_2
446,Pos_Emo_No_Rec1_Sr3_Post_2
447,Pos_Emo_No_Rec1_Sr2_Post_2
448,Pos_Emo_No_Rec1_Sr1_Post_2
449,Neg_Desc_Yes_Rec6_Post_2
450,Neg_Desc_Yes_Rec5_Post_2
451,Neg_Desc_Yes_Rec4_Post_2
452,Neg_Desc_Yes_Rec3_Post_2
453,Neg_Desc_Yes_Rec2_Sr6_Post_2
454,Neg_Desc_Yes_Rec2_Sr5_Post_2
455,Neg_Desc_Yes_Rec2_Sr4_Post_2
456,Neg_Desc_Yes_Rec2_Sr3_Post_2
457,Neg_Desc_Yes_Rec2_Sr2_Post_2
458,Neg_Desc_Yes_Rec2_Sr1_Post_2
459,Neg_Desc_Yes_Rec1_Sr6_Post_2
460,Neg_Desc_Yes_Rec1_Sr5_Post_2
461,Neg_Desc_Yes_Rec1_Sr4_Post_2
462,Neg_Desc_Yes_Rec1_Sr3_Post_2
463,Neg_Desc_Yes_Rec1_Sr2_Post_2
464,Neg_Desc_Yes_Rec1_Sr1_Post_2
465,Neg_Desc_No_Rec6_Post_2
466,Neg_Desc_No_Rec5_Post_2
467,Neg_Desc_No_Rec4_Post_2
468,Neg_Desc_No_Rec3_Post_2
469,Neg_Desc_No_Rec2_Sr6_Post_2
470,Neg_Desc_No_Rec2_Sr5_Post_2
471,Neg_Desc_No_Rec2_Sr4_Post_2
472,Neg_Desc_No_Rec2_Sr3_Post_2
473,Neg_Desc_No_Rec2_Sr2_Post_2
474,Neg_Desc_No_Rec2_Sr1_Post_2
475,Neg_Desc_No_Rec1_Sr6_Post_2
476,Neg_Desc_No_Rec1_Sr5_Post_2
477,Neg_Desc_No_Rec1_Sr4_Post_2
478,Neg_Desc_No_Rec1_Sr3_Post_2
479,Neg_Desc_No_Rec1_Sr2_Post_2
480,Neg_Desc_No_Rec1_Sr1_Post_2
481,Neg_Emo_Yes_Rec6_Post_2
482,Neg_Emo_Yes_Rec5_Post_2
483,Neg_Emo_Yes_Rec4_Post_2
484,Neg_Emo_Yes_Rec3_Post_2
485,Neg_Emo_Yes_Rec2_Sr6_Post_2
486,Neg_Emo_Yes_Rec2_Sr5_Post_2
487,Neg_Emo_Yes_Rec2_Sr4_Post_2
488,Neg_Emo_Yes_Rec2_Sr3_Post_2
489,Neg_Emo_Yes_Rec2_Sr2_Post_2
490,Neg_Emo_Yes_Rec2_Sr1_Post_2
491,Neg_Emo_Yes_Rec1_Sr6_Post_2
492,Neg_Emo_Yes_Rec1_Sr5_Post_2
493,Neg_Emo_Yes_Rec1_Sr4_Post_2
494,Neg_Emo_Yes_Rec1_Sr3_Post_2
495,Neg_Emo_Yes_Rec1_Sr2_Post_2
496,Neg_Emo_Yes_Rec1_Sr1_Post_2
497,Neg_Emo_No_Rec6_Post_2
498,Neg_Emo_No_Rec5_Post_2
499,Neg_Emo_No_Rec4_Post_2
500,Neg_Emo_No_Rec3_Post_2
501,Neg_Emo_No_Rec2_Sr6_Post_2
502,Neg_Emo_No_Rec2_Sr5_Post_2
503,Neg_Emo_No_Rec2_Sr4_Post_2
504,Neg_Emo_No_Rec2_Sr3_Post_2
505,Neg_Emo_No_Rec2_Sr2_Post_2
506,Neg_Emo_No_Rec2_Sr1_Post_2
507,Neg_Emo_No_Rec1_Sr6_Post_2
508,Neg_Emo_No_Rec1_Sr5_Post_2
509,Neg_Emo_No_Rec1_Sr4_Post_2
510,Neg_Emo_No_Rec1_Sr3_Post_2
511,Neg_Emo_No_Rec1_Sr2_Post_2
512,Neg_Emo_No_Rec1_Sr1_Post_2
518,Error
